date,open,high,low,close,volume
2020-03-04 08:30:00,94.01000213623047,94.38999938964844,94.01000213623047,94.38999938964844,0.0
2020-03-04 08:31:00,94.48999786376953,94.48999786376953,94.48999786376953,94.48999786376953,273.0
2020-03-04 08:32:00,95.58999633789062,95.58999633789062,95.58999633789062,95.58999633789062,364.0
2020-03-04 08:33:00,95.58999633789062,95.73999786376953,95.58000183105469,95.73999786376953,759.0
2020-03-04 08:34:00,95.58999633789062,95.58999633789062,95.58000183105469,95.58000183105469,747.0
2020-03-04 08:35:00,95.55000305175781,95.55000305175781,95.30999755859375,95.5,2119.0
2020-03-04 08:36:00,,,,,
2020-03-04 08:37:00,95.26000213623047,95.26000213623047,95.26000213623047,95.26000213623047,600.0
2020-03-04 08:38:00,95.26000213623047,95.26000213623047,95.26000213623047,95.26000213623047,113.0
2020-03-04 08:39:00,95.16000366210938,95.16000366210938,95.16000366210938,95.16000366210938,113.0
2020-03-04 08:40:00,95.18000030517578,95.19000244140625,95.18000030517578,95.19000244140625,322.0
2020-03-04 08:41:00,95.18000030517578,95.18000030517578,95.18000030517578,95.18000030517578,495.0
2020-03-04 08:42:00,95.18000030517578,95.18000030517578,95.18000030517578,95.18000030517578,175.0
2020-03-04 08:43:00,,,,,
2020-03-04 08:44:00,95.18000030517578,95.18000030517578,93.9800033569336,93.9800033569336,5988.0
2020-03-04 08:45:00,93.9800033569336,93.9800033569336,93.9800033569336,93.9800033569336,100.0
2020-03-04 08:46:00,93.9800033569336,93.9800033569336,93.9800033569336,93.9800033569336,200.0
2020-03-04 08:47:00,,,,,
2020-03-04 08:48:00,,,,,
2020-03-04 08:49:00,,,,,
2020-03-04 08:50:00,,,,,
2020-03-04 08:51:00,93.9800033569336,94.4000015258789,93.9800033569336,94.4000015258789,300.0
2020-03-04 08:52:00,,,,,
2020-03-04 08:53:00,93.98999786376953,93.98999786376953,93.98999786376953,93.98999786376953,142.0
2020-03-04 08:54:00,,,,,
2020-03-04 08:55:00,94.98999786376953,94.98999786376953,94.98999786376953,94.98999786376953,110.0
2020-03-04 08:56:00,94.9800033569336,94.9800033569336,94.97000122070312,94.97000122070312,220.0
2020-03-04 08:57:00,95.0,95.0,95.0,95.0,142.0
2020-03-04 08:58:00,94.98999786376953,94.98999786376953,94.98999786376953,94.98999786376953,100.0
2020-03-04 08:59:00,94.98999786376953,94.98999786376953,94.0999984741211,94.9800033569336,300.0
2020-03-04 09:00:00,94.0999984741211,94.94999694824219,94.0999984741211,94.94999694824219,200.0
2020-03-04 09:01:00,94.95999908447266,94.95999908447266,94.95999908447266,94.95999908447266,226.0
2020-03-04 09:02:00,94.95999908447266,94.95999908447266,94.1500015258789,94.94999694824219,400.0
2020-03-04 09:03:00,94.93000030517578,94.93000030517578,94.93000030517578,94.93000030517578,100.0
2020-03-04 09:04:00,94.19999694824219,94.93000030517578,94.19999694824219,94.93000030517578,398.0
2020-03-04 09:05:00,94.94999694824219,94.94999694824219,94.94999694824219,94.94999694824219,234.0
2020-03-04 09:06:00,94.94999694824219,94.94999694824219,94.94999694824219,94.94999694824219,100.0
2020-03-04 09:07:00,94.94999694824219,94.94999694824219,94.94999694824219,94.94999694824219,212.0
2020-03-04 09:08:00,94.94999694824219,94.94999694824219,94.93000030517578,94.93000030517578,306.0
2020-03-04 09:09:00,94.94999694824219,94.94999694824219,94.94999694824219,94.94999694824219,317.0
2020-03-04 09:10:00,94.94999694824219,94.94999694824219,94.94999694824219,94.94999694824219,100.0
2020-03-04 09:11:00,94.94999694824219,95.0,94.94999694824219,94.98999786376953,3958.0
2020-03-04 09:12:00,94.98999786376953,94.98999786376953,94.98999786376953,94.98999786376953,2645.0
2020-03-04 09:13:00,94.87000274658203,94.87000274658203,94.87000274658203,94.87000274658203,200.0
2020-03-04 09:14:00,,,,,
2020-03-04 09:15:00,,,,,
2020-03-04 09:16:00,,,,,
2020-03-04 09:17:00,94.97000122070312,95.0,94.94999694824219,94.94999694824219,4442.0
2020-03-04 09:18:00,94.95999908447266,94.95999908447266,94.94000244140625,94.95999908447266,1364.0
2020-03-04 09:19:00,94.94000244140625,94.94000244140625,94.5,94.51000213623047,2751.0
2020-03-04 09:20:00,94.0199966430664,94.06999969482422,94.0199966430664,94.06999969482422,1392.0
2020-03-04 09:21:00,94.88999938964844,95.0,94.5199966430664,95.0,2249.0
2020-03-04 09:22:00,94.9000015258789,94.9000015258789,94.9000015258789,94.9000015258789,100.0
2020-03-04 09:23:00,95.0,95.0,95.0,95.0,293.0
2020-03-04 09:24:00,94.9000015258789,94.9000015258789,94.9000015258789,94.9000015258789,100.0
2020-03-04 09:25:00,,,,,
2020-03-04 09:26:00,94.98999786376953,94.98999786376953,94.98999786376953,94.98999786376953,705.0
2020-03-04 09:27:00,,,,,
2020-03-04 09:28:00,,,,,
2020-03-04 09:29:00,94.98999786376953,95.0,94.98999786376953,94.98999786376953,4603.0
2020-03-04 09:30:00,94.98999786376953,95.0,94.98999786376953,95.0,200.0
2020-03-04 09:31:00,94.98999786376953,95.0,94.98999786376953,95.0,3000.0
2020-03-04 09:32:00,95.0,95.0,94.98999786376953,94.98999786376953,5189.0
2020-03-04 09:33:00,94.98999786376953,94.98999786376953,94.01000213623047,94.9800033569336,5914.0
2020-03-04 09:34:00,94.91000366210938,94.91999816894531,94.75,94.91999816894531,1011.0
2020-03-04 09:35:00,94.87000274658203,94.87000274658203,94.30999755859375,94.77999877929688,1660.0
2020-03-04 09:36:00,94.77999877929688,94.77999877929688,94.0199966430664,94.0999984741211,2119.0
2020-03-04 09:37:00,94.05999755859375,94.73999786376953,94.05999755859375,94.70999908447266,983.0
2020-03-04 09:38:00,94.69999694824219,94.69999694824219,94.51000213623047,94.51000213623047,1666.0
2020-03-04 09:39:00,,,,,
2020-03-04 09:40:00,,,,,
2020-03-04 09:41:00,94.52999877929688,94.66999816894531,94.52999877929688,94.66999816894531,525.0
2020-03-04 09:42:00,,,,,
2020-03-04 09:43:00,,,,,
2020-03-04 09:44:00,94.52999877929688,94.52999877929688,94.52999877929688,94.52999877929688,308.0
2020-03-04 09:45:00,,,,,
2020-03-04 09:46:00,,,,,
2020-03-04 09:47:00,94.66999816894531,94.95999908447266,94.66999816894531,94.95999908447266,1376.0
2020-03-04 09:48:00,94.9000015258789,94.9000015258789,94.9000015258789,94.9000015258789,402.0
2020-03-04 09:49:00,94.87999725341797,94.87999725341797,94.87000274658203,94.87000274658203,400.0
2020-03-04 09:50:00,94.9000015258789,94.9000015258789,94.87000274658203,94.87000274658203,352.0
2020-03-04 09:51:00,,,,,
2020-03-04 09:52:00,,,,,
2020-03-04 09:53:00,94.88999938964844,94.88999938964844,94.88999938964844,94.88999938964844,404.0
2020-03-04 09:54:00,,,,,
2020-03-04 09:55:00,94.98999786376953,94.98999786376953,94.98999786376953,94.98999786376953,303.0
2020-03-04 09:56:00,94.98999786376953,94.98999786376953,94.98999786376953,94.98999786376953,708.0
2020-03-04 09:57:00,94.98999786376953,95.0,94.98999786376953,95.0,6399.0
2020-03-04 09:58:00,94.93000030517578,95.0,94.93000030517578,95.0,1747.0
2020-03-04 09:59:00,94.94000244140625,95.0,94.94000244140625,94.94000244140625,320.0
2020-03-04 10:00:00,94.94999694824219,95.0,94.94999694824219,95.0,676.0
2020-03-04 10:01:00,94.98999786376953,95.47000122070312,94.9800033569336,95.47000122070312,6008.0
