"AC.MX","ALPEKA.MX","ALSEA.MX","AMXL.MX","ASURB.MX","BBAJIOO.MX","BIMBOA.MX","BOLSAA.MX","BSMXB.MX","CEMEXCPO.MX","CUERVO.MX","GAPB.MX","GCARSOA1.MX","GCC.MX","GENTERA.MX","GFNORTEO.MX","GMEXICOB.MX","GRUMAB.MX","IENOVA.MX","KIMBERA.MX","KOFUBL.MX","LABB.MX","LIVEPOLC-1.MX","MEGACPO.MX","OMAB.MX","ORBIA.MX","PE&OLES.MX","PINFRA.MX","RA.MX","TLEVISACPO.MX"
106.93000030517578,21.479999542236328,45.68000030517578,15.609999656677246,381.3699951171875,32.400001525878906,34.59000015258789,43.75,27.600000381469727,7.940000057220459,34.72999954223633,241.24000549316406,73.58999633789062,100.12999725341797,22.09000015258789,112.0199966430664,53.83000183105469,209.2899932861328,87.22000122070312,41.650001525878906,118.20999908447266,21.170000076293945,101.11000061035156,77.0999984741211,145.02999877929688,48.,205.,208.89999389648438,110.63999938964844,46.43000030517578
106.93000030517578,21.479999542236328,45.7599983215332,15.609999656677246,381.3699951171875,32.400001525878906,34.59000015258789,43.75,27.600000381469727,7.929999828338623,34.72999954223633,241.24000549316406,73.58999633789062,100.12999725341797,22.09000015258789,112.02999877929688,53.97999954223633,209.2899932861328,87.22000122070312,41.900001525878906,118.20999908447266,21.139999389648438,101.11000061035156,77.0999984741211,145.02999877929688,48.,205.,208.89999389648438,110.63999938964844,46.43000030517578
106.93000030517578,21.479999542236328,45.689998626708984,15.609999656677246,381.3699951171875,32.400001525878906,34.59000015258789,43.75,27.600000381469727,7.960000038146973,34.72999954223633,241.24000549316406,73.58999633789062,100.12999725341797,22.09000015258789,112.02999877929688,54.20000076293945,209.2899932861328,87.22000122070312,42.,118.20999908447266,21.260000228881836,101.11000061035156,77.0999984741211,144.42999267578125,48.,205.,208.89999389648438,110.63999938964844,46.27000045776367
106.93000030517578,21.479999542236328,45.790000915527344,15.609999656677246,381.3699951171875,32.40999984741211,34.59000015258789,43.75,27.600000381469727,7.960000038146973,34.72999954223633,241.24000549316406,73.58999633789062,100.12999725341797,22.09000015258789,112.02999877929688,54.09000015258789,209.94000244140625,87.22000122070312,42.150001525878906,118.20999908447266,21.260000228881836,101.11000061035156,77.0999984741211,145.50999450683594,48.,205.,208.88999938964844,110.63999938964844,46.22999954223633
106.93000030517578,21.540000915527344,45.790000915527344,15.609999656677246,381.3699951171875,32.40999984741211,34.59000015258789,43.75,27.600000381469727,7.940000057220459,34.72999954223633,241.41000366210938,73.58999633789062,100.12999725341797,22.09000015258789,112.5999984741211,54.09000015258789,209.94000244140625,87.22000122070312,42.099998474121094,118.20999908447266,21.149999618530273,101.11000061035156,77.0999984741211,146.13999938964844,48.,205.,208.88999938964844,110.63999938964844,46.22999954223633
106.93000030517578,21.540000915527344,46.099998474121094,15.640000343322754,381.3699951171875,32.40999984741211,34.59000015258789,43.75,27.600000381469727,7.940000057220459,34.72999954223633,241.67999267578125,73.58999633789062,100.12999725341797,22.09000015258789,112.5999984741211,54.02000045776367,209.5800018310547,87.22000122070312,41.95000076293945,118.20999908447266,21.149999618530273,101.11000061035156,77.0999984741211,145.50999450683594,48.,205.,208.86000061035156,110.63999938964844,46.22999954223633
106.93000030517578,21.540000915527344,46.150001525878906,15.649999618530273,381.3699951171875,32.4900016784668,34.59000015258789,43.75,27.600000381469727,7.940000057220459,34.72999954223633,242.41000366210938,73.58999633789062,100.12999725341797,22.09000015258789,112.5999984741211,53.900001525878906,209.5800018310547,87.22000122070312,42.02000045776367,118.20999908447266,21.149999618530273,101.11000061035156,77.0999984741211,145.50999450683594,48.,205.,208.86000061035156,110.63999938964844,46.36000061035156
106.93000030517578,21.510000228881836,46.11000061035156,15.649999618530273,381.3699951171875,32.4900016784668,34.59000015258789,43.75,27.600000381469727,7.960000038146973,34.72999954223633,242.41000366210938,73.58999633789062,100.12999725341797,22.09000015258789,112.80000305175781,53.900001525878906,209.35000610351562,87.22000122070312,42.02000045776367,118.20999908447266,21.15999984741211,101.11000061035156,77.0999984741211,146.05999755859375,48.,205.,208.8800048828125,110.63999938964844,46.36000061035156
106.93000030517578,21.510000228881836,45.90999984741211,15.649999618530273,381.3699951171875,32.5,34.59000015258789,43.75,27.56999969482422,7.960000038146973,34.72999954223633,241.69000244140625,73.58999633789062,100.12999725341797,22.09000015258789,112.8499984741211,53.900001525878906,209.35000610351562,87.22000122070312,42.02000045776367,118.20999908447266,21.15999984741211,101.11000061035156,77.0999984741211,146.05999755859375,48.,204.52999877929688,208.8800048828125,110.63999938964844,46.36000061035156
106.93000030517578,21.510000228881836,45.90999984741211,15.649999618530273,381.3699951171875,32.5,34.59000015258789,43.75,27.56999969482422,7.960000038146973,34.72999954223633,242.35000610351562,73.30999755859375,100.12999725341797,22.09000015258789,112.68000030517578,53.939998626708984,207.9600067138672,87.22000122070312,42.02000045776367,118.20999908447266,21.15999984741211,101.11000061035156,77.0999984741211,146.05999755859375,48.,205.,208.85000610351562,110.63999938964844,46.36000061035156
106.83000183105469,21.520000457763672,45.90999984741211,15.680000305175781,381.3699951171875,32.5,34.59000015258789,43.75,27.56999969482422,7.940000057220459,34.72999954223633,242.22000122070312,73.30999755859375,100.12999725341797,22.09000015258789,112.87999725341797,53.939998626708984,207.9600067138672,87.22000122070312,42.04999923706055,118.20999908447266,21.15999984741211,101.11000061035156,77.0999984741211,146.08999633789062,48.,205.,208.85000610351562,110.63999938964844,46.36000061035156
