date,open,high,low,close,volume
2020-03-09 08:30:00,302.510009765625,303.0299987792969,302.510009765625,303.0,0.0
2020-03-09 08:31:00,303.010009765625,303.0799865722656,302.739990234375,302.8900146484375,1136.0
2020-03-09 08:32:00,302.9100036621094,303.1199951171875,302.9100036621094,302.989990234375,968.0
2020-03-09 08:33:00,303.010009765625,303.69000244140625,303.010009765625,303.69000244140625,336.0
2020-03-09 08:34:00,303.69000244140625,304.1600036621094,303.6600036621094,304.04998779296875,1034.0
2020-03-09 08:35:00,304.29998779296875,304.3399963378906,303.9200134277344,304.1499938964844,648.0
2020-03-09 08:36:00,304.1700134277344,304.2799987792969,304.1300048828125,304.2699890136719,707.0
2020-03-09 08:37:00,304.2799987792969,304.3399963378906,304.1300048828125,304.20001220703125,2071.0
2020-03-09 08:38:00,304.2099914550781,304.25,303.5400085449219,303.7300109863281,1227.0
2020-03-09 08:39:00,303.57000732421875,303.75,302.7900085449219,302.79998779296875,1169.0
2020-03-09 08:40:00,302.80999755859375,302.80999755859375,301.8399963378906,301.9100036621094,679.0
2020-03-09 08:41:00,301.94000244140625,302.0400085449219,301.8399963378906,301.8699951171875,326.0
2020-03-09 08:42:00,301.8599853515625,302.3500061035156,301.3599853515625,301.8800048828125,1083.0
2020-03-09 08:43:00,301.8800048828125,307.9100036621094,300.6499938964844,301.7900085449219,2014.0
2020-03-09 08:44:00,302.2900085449219,302.8599853515625,301.8299865722656,301.8599853515625,479.0
2020-03-09 08:45:00,301.8800048828125,303.95001220703125,301.8699951171875,302.0400085449219,686.0
2020-03-09 08:46:00,302.0400085449219,303.8800048828125,302.0400085449219,302.1700134277344,711.0
2020-03-09 08:47:00,301.30999755859375,302.67999267578125,301.30999755859375,302.4200134277344,621.0
2020-03-09 08:48:00,302.4200134277344,304.260009765625,301.82000732421875,303.82000732421875,1025.0
2020-03-09 08:49:00,302.7699890136719,302.7900085449219,302.54998779296875,302.5799865722656,475.0
2020-03-09 08:50:00,302.5799865722656,303.760009765625,301.69000244140625,301.7799987792969,1118.0
2020-03-09 08:51:00,301.7900085449219,301.82000732421875,301.7900085449219,301.79998779296875,246.0
2020-03-09 08:52:00,301.7900085449219,301.79998779296875,301.1700134277344,301.260009765625,585.0
2020-03-09 08:53:00,301.3399963378906,301.3399963378906,300.94000244140625,301.0,283.0
